"country_name","iso_code","date","total_vaccinations","people_vaccinated","people_fully_vaccinated","daily_vaccinations_raw","daily_vaccinations","total_vaccinations_per_hundred","people_vaccinated_per_hundred","people_fully_vaccinated_per_hundred","country_name-2","iso_code-2","Indicator Name","Indicator Code","2019","2020"
"Slovakia","SVK","2021-01-18",72421,71839,582,8968,6144,1.33,1.32,0.01,"Slovak Republic","SVK","GDP (current US$)","NY.GDP.MKTP.CD",105080000000,0
"Slovenia","SVN","2021-03-19",286151,182286,103865,7154,4874,13.76,8.77,5,"Slovenia","SVN","GDP (current US$)","NY.GDP.MKTP.CD",54174227309,0
"Slovenia","SVN","2021-03-18",278997,179449,99548,10039,5749,13.42,8.63,4.79,"Slovenia","SVN","GDP (current US$)","NY.GDP.MKTP.CD",54174227309,0
"Slovenia","SVN","2021-03-17",268958,177779,91179,6086,6274,12.94,8.55,4.39,"Slovenia","SVN","GDP (current US$)","NY.GDP.MKTP.CD",54174227309,0
"Slovenia","SVN","2021-03-16",262872,177344,85528,1054,6770,12.64,8.53,4.11,"Slovenia","SVN","GDP (current US$)","NY.GDP.MKTP.CD",54174227309,0
"Slovenia","SVN","2021-03-15",261818,177073,84745,1630,7213,12.59,8.52,4.08,"Slovenia","SVN","GDP (current US$)","NY.GDP.MKTP.CD",54174227309,0
"Slovenia","SVN","2021-03-14",260188,175740,84448,0,7237,12.52,8.45,4.06,"Slovenia","SVN","GDP (current US$)","NY.GDP.MKTP.CD",54174227309,0
"Slovenia","SVN","2021-03-13",260188,175740,84448,8155,7238,12.52,8.45,4.06,"Slovenia","SVN","GDP (current US$)","NY.GDP.MKTP.CD",54174227309,0
"Slovenia","SVN","2021-03-12",252033,169733,82300,13282,6348,12.12,8.16,3.96,"Slovenia","SVN","GDP (current US$)","NY.GDP.MKTP.CD",54174227309,0
"Slovenia","SVN","2021-03-11",238751,161537,77214,13714,5909,11.48,7.77,3.71,"Slovenia","SVN","GDP (current US$)","NY.GDP.MKTP.CD",54174227309,0
"Slovenia","SVN","2021-03-10",225037,155682,69355,9557,5531,10.82,7.49,3.34,"Slovenia","SVN","GDP (current US$)","NY.GDP.MKTP.CD",54174227309,0
"Slovenia","SVN","2021-03-09",215480,151043,64437,4151,5206,10.36,7.27,3.1,"Slovenia","SVN","GDP (current US$)","NY.GDP.MKTP.CD",54174227309,0
"Slovenia","SVN","2021-03-08",211329,147389,63940,1803,4922,10.17,7.09,3.08,"Slovenia","SVN","GDP (current US$)","NY.GDP.MKTP.CD",54174227309,0
"Slovenia","SVN","2021-03-07",209526,145982,63544,1,4827,10.08,7.02,3.06,"Slovenia","SVN","GDP (current US$)","NY.GDP.MKTP.CD",54174227309,0
"Slovenia","SVN","2021-03-06",209525,145981,63544,1931,4827,10.08,7.02,3.06,"Slovenia","SVN","GDP (current US$)","NY.GDP.MKTP.CD",54174227309,0
"Slovenia","SVN","2021-03-05",207594,144644,62950,10205,4684,9.99,6.96,3.03,"Slovenia","SVN","GDP (current US$)","NY.GDP.MKTP.CD",54174227309,0
"Slovenia","SVN","2021-03-04",197389,140121,57268,11072,4334,9.49,6.74,2.75,"Slovenia","SVN","GDP (current US$)","NY.GDP.MKTP.CD",54174227309,0
"Slovenia","SVN","2021-03-03",186317,133483,52834,7278,4303,8.96,6.42,2.54,"Slovenia","SVN","GDP (current US$)","NY.GDP.MKTP.CD",54174227309,0
"Slovenia","SVN","2021-03-02",179039,127035,52004,2167,4260,8.61,6.11,2.5,"Slovenia","SVN","GDP (current US$)","NY.GDP.MKTP.CD",54174227309,0
"Slovenia","SVN","2021-03-01",176872,124881,51991,1138,4164,8.51,6.01,2.5,"Slovenia","SVN","GDP (current US$)","NY.GDP.MKTP.CD",54174227309,0
"Slovenia","SVN","2021-02-28",175734,123743,51991,1,4069,8.45,5.95,2.5,"Slovenia","SVN","GDP (current US$)","NY.GDP.MKTP.CD",54174227309,0
"Slovenia","SVN","2021-02-27",175733,123742,51991,926,4069,8.45,5.95,2.5,"Slovenia","SVN","GDP (current US$)","NY.GDP.MKTP.CD",54174227309,0
"Slovenia","SVN","2021-02-26",174807,122827,51980,7756,4299,8.41,5.91,2.5,"Slovenia","SVN","GDP (current US$)","NY.GDP.MKTP.CD",54174227309,0
"Slovenia","SVN","2021-02-25",167051,115627,51424,10856,4155,8.04,5.56,2.47,"Slovenia","SVN","GDP (current US$)","NY.GDP.MKTP.CD",54174227309,0
"Slovenia","SVN","2021-02-24",156195,104965,51230,6979,3898,7.51,5.05,2.46,"Slovenia","SVN","GDP (current US$)","NY.GDP.MKTP.CD",54174227309,0
"Slovenia","SVN","2021-02-23",149216,98170,51046,1490,3694,7.18,4.72,2.46,"Slovenia","SVN","GDP (current US$)","NY.GDP.MKTP.CD",54174227309,0
"Slovenia","SVN","2021-02-22",147726,96688,51038,476,3641,7.11,4.65,2.46,"Slovenia","SVN","GDP (current US$)","NY.GDP.MKTP.CD",54174227309,0
"Slovenia","SVN","2021-02-21",147250,96217,51033,1,3586,7.08,4.63,2.45,"Slovenia","SVN","GDP (current US$)","NY.GDP.MKTP.CD",54174227309,0
"Slovenia","SVN","2021-02-20",147249,96216,51033,2537,3590,7.08,4.63,2.45,"Slovenia","SVN","GDP (current US$)","NY.GDP.MKTP.CD",54174227309,0
"Slovenia","SVN","2021-02-19",144712,93698,51014,6748,3356,6.96,4.51,2.45,"Slovenia","SVN","GDP (current US$)","NY.GDP.MKTP.CD",54174227309,0
"Slovenia","SVN","2021-02-18",137964,87550,50414,9056,3622,6.64,4.21,2.42,"Slovenia","SVN","GDP (current US$)","NY.GDP.MKTP.CD",54174227309,0
"Slovenia","SVN","2021-02-17",128908,79210,49698,5549,3552,6.2,3.81,2.39,"Slovenia","SVN","GDP (current US$)","NY.GDP.MKTP.CD",54174227309,0
"Slovenia","SVN","2021-02-16",123359,74287,49072,1121,3216,5.93,3.57,2.36,"Slovenia","SVN","GDP (current US$)","NY.GDP.MKTP.CD",54174227309,0
"Slovenia","SVN","2021-02-15",122238,73237,49001,87,3073,5.88,3.52,2.36,"Slovenia","SVN","GDP (current US$)","NY.GDP.MKTP.CD",54174227309,0
"Slovenia","SVN","2021-02-14",122151,73158,48993,32,3118,5.88,3.52,2.36,"Slovenia","SVN","GDP (current US$)","NY.GDP.MKTP.CD",54174227309,0
"Slovenia","SVN","2021-02-13",122119,73142,48977,899,3113,5.87,3.52,2.36,"Slovenia","SVN","GDP (current US$)","NY.GDP.MKTP.CD",54174227309,0
"Slovenia","SVN","2021-02-12",121220,72432,48788,8610,3071,5.83,3.48,2.35,"Slovenia","SVN","GDP (current US$)","NY.GDP.MKTP.CD",54174227309,0
"Slovenia","SVN","2021-02-11",112610,65565,47045,8564,2647,5.42,3.15,2.26,"Slovenia","SVN","GDP (current US$)","NY.GDP.MKTP.CD",54174227309,0
"Slovenia","SVN","2021-02-10",104046,58736,45310,3200,2479,5,2.83,2.18,"Slovenia","SVN","GDP (current US$)","NY.GDP.MKTP.CD",54174227309,0
"Slovenia","SVN","2021-02-09",100846,56249,44597,119,2708,4.85,2.71,2.15,"Slovenia","SVN","GDP (current US$)","NY.GDP.MKTP.CD",54174227309,0
"Slovenia","SVN","2021-02-08",100727,56161,44566,400,2851,4.85,2.7,2.14,"Slovenia","SVN","GDP (current US$)","NY.GDP.MKTP.CD",54174227309,0
"Slovenia","SVN","2021-02-07",100327,55761,44566,0,2802,4.83,2.68,2.14,"Slovenia","SVN","GDP (current US$)","NY.GDP.MKTP.CD",54174227309,0
"Slovenia","SVN","2021-02-06",100327,55761,44566,602,2802,4.83,2.68,2.14,"Slovenia","SVN","GDP (current US$)","NY.GDP.MKTP.CD",54174227309,0
"Slovenia","SVN","2021-02-05",99725,55732,43993,5642,2732,4.8,2.68,2.12,"Slovenia","SVN","GDP (current US$)","NY.GDP.MKTP.CD",54174227309,0
"Slovenia","SVN","2021-02-04",94083,55350,38733,7391,2576,4.53,2.66,1.86,"Slovenia","SVN","GDP (current US$)","NY.GDP.MKTP.CD",54174227309,0
"Slovenia","SVN","2021-02-03",86692,54688,32004,4799,2380,4.17,2.63,1.54,"Slovenia","SVN","GDP (current US$)","NY.GDP.MKTP.CD",54174227309,0
"Slovenia","SVN","2021-02-02",81893,54493,27400,1121,2407,3.94,2.62,1.32,"Slovenia","SVN","GDP (current US$)","NY.GDP.MKTP.CD",54174227309,0
"Slovenia","SVN","2021-02-01",80772,54476,26296,56,2508,3.89,2.62,1.26,"Slovenia","SVN","GDP (current US$)","NY.GDP.MKTP.CD",54174227309,0
"Slovenia","SVN","2021-01-31",80716,54453,26263,2,2501,3.88,2.62,1.26,"Slovenia","SVN","GDP (current US$)","NY.GDP.MKTP.CD",54174227309,0
"Slovenia","SVN","2021-01-30",80714,54453,26261,116,2522,3.88,2.62,1.26,"Slovenia","SVN","GDP (current US$)","NY.GDP.MKTP.CD",54174227309,0
"Slovenia","SVN","2021-01-29",80598,54442,26156,4549,2608,3.88,2.62,1.26,"Slovenia","SVN","GDP (current US$)","NY.GDP.MKTP.CD",54174227309,0
"Slovenia","SVN","2021-01-28",76049,53881,22168,6017,2269,3.66,2.59,1.07,"Slovenia","SVN","GDP (current US$)","NY.GDP.MKTP.CD",54174227309,0
"Slovenia","SVN","2021-01-27",70032,53366,16666,4988,2074,3.37,2.57,0.8,"Slovenia","SVN","GDP (current US$)","NY.GDP.MKTP.CD",54174227309,0
"Slovenia","SVN","2021-01-26",65044,53093,11951,1828,2026,3.13,2.55,0.57,"Slovenia","SVN","GDP (current US$)","NY.GDP.MKTP.CD",54174227309,0
"Slovenia","SVN","2021-01-25",63216,53004,10212,9,2075,3.04,2.55,0.49,"Slovenia","SVN","GDP (current US$)","NY.GDP.MKTP.CD",54174227309,0
"Slovenia","SVN","2021-01-24",63207,53002,10205,149,2106,3.04,2.55,0.49,"Slovenia","SVN","GDP (current US$)","NY.GDP.MKTP.CD",54174227309,0
"Slovenia","SVN","2021-01-23",63058,52986,10072,713,2085,3.03,2.55,0.48,"Slovenia","SVN","GDP (current US$)","NY.GDP.MKTP.CD",54174227309,0
"Slovenia","SVN","2021-01-22",62345,52756,9589,2177,2030,3,2.54,0.46,"Slovenia","SVN","GDP (current US$)","NY.GDP.MKTP.CD",54174227309,0
"Slovenia","SVN","2021-01-21",60168,51548,8620,4651,2399,2.89,2.48,0.41,"Slovenia","SVN","GDP (current US$)","NY.GDP.MKTP.CD",54174227309,0
"Slovenia","SVN","2021-01-20",55517,50266,5251,4652,2686,2.67,2.42,0.25,"Slovenia","SVN","GDP (current US$)","NY.GDP.MKTP.CD",54174227309,0
"Slovenia","SVN","2021-01-19",50865,49080,1785,2174,2691,2.45,2.36,0.09,"Slovenia","SVN","GDP (current US$)","NY.GDP.MKTP.CD",54174227309,0
"Slovenia","SVN","2021-01-18",48691,48526,165,227,2637,2.34,2.33,0.01,"Slovenia","SVN","GDP (current US$)","NY.GDP.MKTP.CD",54174227309,0
"Sweden","SWE","2021-03-19",1293923,910425,383498,38559,28573,12.81,9.01,3.8,"Sweden","SWE","GDP (current US$)","NY.GDP.MKTP.CD",530884000000,0
"Sweden","SWE","2021-03-18",1255364,883561,371803,31942,25385,12.43,8.75,3.68,"Sweden","SWE","GDP (current US$)","NY.GDP.MKTP.CD",530884000000,0
"Sweden","SWE","2021-03-17",1223422,861525,361897,21434,23144,12.11,8.53,3.58,"Sweden","SWE","GDP (current US$)","NY.GDP.MKTP.CD",530884000000,0
"Seychelles","SYC","2021-03-11",88106,61070,27036,773,913,89.59,62.1,27.49,"Seychelles","SYC","GDP (current US$)","NY.GDP.MKTP.CD",1703387387,0
"Seychelles","SYC","2021-03-04",81715,57095,24620,852,946,83.09,58.06,25.04,"Seychelles","SYC","GDP (current US$)","NY.GDP.MKTP.CD",1703387387,0
"Seychelles","SYC","2021-02-19",65060,43461,21599,1774,1594,66.16,44.19,21.96,"Seychelles","SYC","GDP (current US$)","NY.GDP.MKTP.CD",1703387387,0
"Seychelles","SYC","2021-02-18",63286,42621,20665,1935,1638,64.35,43.34,21.01,"Seychelles","SYC","GDP (current US$)","NY.GDP.MKTP.CD",1703387387,0
"Seychelles","SYC","2021-02-17",61351,41839,19512,1360,1899,62.39,42.55,19.84,"Seychelles","SYC","GDP (current US$)","NY.GDP.MKTP.CD",1703387387,0
"Seychelles","SYC","2021-02-16",59991,41815,18176,1742,2224,61,42.52,18.48,"Seychelles","SYC","GDP (current US$)","NY.GDP.MKTP.CD",1703387387,0
"Seychelles","SYC","2021-02-11",51819,37952,13867,3758,2005,52.69,38.59,14.1,"Seychelles","SYC","GDP (current US$)","NY.GDP.MKTP.CD",1703387387,0
"Seychelles","SYC","2021-02-10",48061,37726,10335,3638,1567,48.87,38.36,10.51,"Seychelles","SYC","GDP (current US$)","NY.GDP.MKTP.CD",1703387387,0
"Seychelles","SYC","2021-02-09",44423,37723,6700,2729,1163,45.17,38.36,6.81,"Seychelles","SYC","GDP (current US$)","NY.GDP.MKTP.CD",1703387387,0
"Seychelles","SYC","2021-02-03",37092,37087,5,808,1644,37.72,37.71,0.01,"Seychelles","SYC","GDP (current US$)","NY.GDP.MKTP.CD",1703387387,0
"Turkey","TUR","2021-03-20",13029754,8016078,5013676,185177,300924,15.45,9.5,5.94,"Turkey","TUR","GDP (current US$)","NY.GDP.MKTP.CD",761425000000,0
"Turkey","TUR","2021-03-19",12844577,8007734,4836843,413095,300329,15.23,9.49,5.73,"Turkey","TUR","GDP (current US$)","NY.GDP.MKTP.CD",761425000000,0
"Turkey","TUR","2021-03-18",12431482,7991510,4439972,289237,275570,14.74,9.48,5.26,"Turkey","TUR","GDP (current US$)","NY.GDP.MKTP.CD",761425000000,0
"Turkey","TUR","2021-03-17",12142245,7977222,4165023,445949,254566,14.4,9.46,4.94,"Turkey","TUR","GDP (current US$)","NY.GDP.MKTP.CD",761425000000,0
"Turkey","TUR","2021-03-16",11696296,7948320,3747976,434684,210472,13.87,9.42,4.44,"Turkey","TUR","GDP (current US$)","NY.GDP.MKTP.CD",761425000000,0
"Turkey","TUR","2021-03-15",11261612,7911946,3349666,269517,179947,13.35,9.38,3.97,"Turkey","TUR","GDP (current US$)","NY.GDP.MKTP.CD",761425000000,0
"Turkey","TUR","2021-03-14",10992095,7892795,3099300,68811,153535,13.03,9.36,3.67,"Turkey","TUR","GDP (current US$)","NY.GDP.MKTP.CD",761425000000,0
"Turkey","TUR","2021-03-13",10923284,7887544,3035740,181007,148525,12.95,9.35,3.6,"Turkey","TUR","GDP (current US$)","NY.GDP.MKTP.CD",761425000000,0
"Turkey","TUR","2021-03-12",10742277,7858565,2883712,239783,140855,12.74,9.32,3.42,"Turkey","TUR","GDP (current US$)","NY.GDP.MKTP.CD",761425000000,0
"Turkey","TUR","2021-03-11",10502494,7807838,2694656,142211,134637,12.45,9.26,3.2,"Turkey","TUR","GDP (current US$)","NY.GDP.MKTP.CD",761425000000,0
"Turkey","TUR","2021-03-10",10360283,7745480,2614803,137289,148962,12.28,9.18,3.1,"Turkey","TUR","GDP (current US$)","NY.GDP.MKTP.CD",761425000000,0
"Turkey","TUR","2021-03-09",10222994,7676519,2546475,221014,164193,12.12,9.1,3.02,"Turkey","TUR","GDP (current US$)","NY.GDP.MKTP.CD",761425000000,0
"Turkey","TUR","2021-03-08",10001980,7565023,2436957,84632,175323,11.86,8.97,2.89,"Turkey","TUR","GDP (current US$)","NY.GDP.MKTP.CD",761425000000,0
"Turkey","TUR","2021-03-07",9917348,7524943,2392405,33741,195639,11.76,8.92,2.84,"Turkey","TUR","GDP (current US$)","NY.GDP.MKTP.CD",761425000000,0
"Turkey","TUR","2021-03-06",9883607,7509923,2373684,127318,195547,11.72,8.9,2.81,"Turkey","TUR","GDP (current US$)","NY.GDP.MKTP.CD",761425000000,0
"Turkey","TUR","2021-03-05",9756289,7446337,2309952,196251,208212,11.57,8.83,2.74,"Turkey","TUR","GDP (current US$)","NY.GDP.MKTP.CD",761425000000,0
"Turkey","TUR","2021-03-04",9560038,7353536,2206502,242492,225759,11.34,8.72,2.62,"Turkey","TUR","GDP (current US$)","NY.GDP.MKTP.CD",761425000000,0
"Turkey","TUR","2021-03-03",9317546,7240515,2077031,243906,242550,11.05,8.59,2.46,"Turkey","TUR","GDP (current US$)","NY.GDP.MKTP.CD",761425000000,0
"Turkey","TUR","2021-03-02",9073640,7123722,1949918,298922,254877,10.76,8.45,2.31,"Turkey","TUR","GDP (current US$)","NY.GDP.MKTP.CD",761425000000,0
"Turkey","TUR","2021-03-01",8774718,6975558,1799160,226843,276774,10.4,8.27,2.13,"Turkey","TUR","GDP (current US$)","NY.GDP.MKTP.CD",761425000000,0
"Turkey","TUR","2021-02-28",8547875,6869923,1677952,33100,282292,10.14,8.15,1.99,"Turkey","TUR","GDP (current US$)","NY.GDP.MKTP.CD",761425000000,0
"Turkey","TUR","2021-02-27",8514775,6854642,1660133,215970,283038,10.1,8.13,1.97,"Turkey","TUR","GDP (current US$)","NY.GDP.MKTP.CD",761425000000,0
"Turkey","TUR","2021-02-26",8298805,6745147,1553658,319079,276729,9.84,8,1.84,"Turkey","TUR","GDP (current US$)","NY.GDP.MKTP.CD",761425000000,0
"Turkey","TUR","2021-02-25",7979726,6582239,1397487,360031,297776,9.46,7.8,1.66,"Turkey","TUR","GDP (current US$)","NY.GDP.MKTP.CD",761425000000,0
"Turkey","TUR","2021-02-24",7619695,6352410,1267285,330197,342299,9.03,7.53,1.5,"Turkey","TUR","GDP (current US$)","NY.GDP.MKTP.CD",761425000000,0
"Turkey","TUR","2021-02-23",7289498,6106522,1182976,452196,379816,8.64,7.24,1.4,"Turkey","TUR","GDP (current US$)","NY.GDP.MKTP.CD",761425000000,0
"Turkey","TUR","2021-02-22",6837302,5738471,1098831,265472,379325,8.11,6.8,1.3,"Turkey","TUR","GDP (current US$)","NY.GDP.MKTP.CD",761425000000,0
"Turkey","TUR","2021-02-21",6571830,5517993,1053837,38320,392390,7.79,6.54,1.25,"Turkey","TUR","GDP (current US$)","NY.GDP.MKTP.CD",761425000000,0
"Turkey","TUR","2021-02-20",6533510,5503094,1030416,171811,403373,7.75,6.52,1.22,"Turkey","TUR","GDP (current US$)","NY.GDP.MKTP.CD",761425000000,0
"Turkey","TUR","2021-02-19",6361699,5384983,976716,466404,422478,7.54,6.38,1.16,"Turkey","TUR","GDP (current US$)","NY.GDP.MKTP.CD",761425000000,0
"Turkey","TUR","2021-02-18",5895295,5028179,867116,671693,435596,6.99,5.96,1.03,"Turkey","TUR","GDP (current US$)","NY.GDP.MKTP.CD",761425000000,0
"Turkey","TUR","2021-02-17",5223602,4477432,746170,592818,346927,6.19,5.31,0.88,"Turkey","TUR","GDP (current US$)","NY.GDP.MKTP.CD",761425000000,0
"Turkey","TUR","2021-02-16",4630784,3984622,646162,448757,271154,5.49,4.72,0.77,"Turkey","TUR","GDP (current US$)","NY.GDP.MKTP.CD",761425000000,0
"Turkey","TUR","2021-02-15",4182027,3608148,573879,356926,216832,4.96,4.28,0.68,"Turkey","TUR","GDP (current US$)","NY.GDP.MKTP.CD",761425000000,0
"Turkey","TUR","2021-02-14",3825101,3336164,488937,115205,173515,4.54,3.96,0.58,"Turkey","TUR","GDP (current US$)","NY.GDP.MKTP.CD",761425000000,0
"Turkey","TUR","2021-02-13",3709896,3253005,456891,305542,158311,4.4,3.86,0.54,"Turkey","TUR","GDP (current US$)","NY.GDP.MKTP.CD",761425000000,0
"Turkey","TUR","2021-02-12",3404354,3067822,336532,558229,120650,4.04,3.64,0.4,"Turkey","TUR","GDP (current US$)","NY.GDP.MKTP.CD",761425000000,0
"Ukraine","UKR","2021-03-20",108310,108309,1,3968,8168,0.25,0.25,0,"Ukraine","UKR","GDP (current US$)","NY.GDP.MKTP.CD",153781000000,0
"United States","USA","2021-03-20",121441497,79367225,43036818,3127679,2248285,36.31,23.73,12.87,"United States","USA","GDP (current US$)","NY.GDP.MKTP.CD",21433200000000,0
"United States","USA","2021-03-19",118313818,77230061,41934629,2583810,2455116,35.38,23.09,12.54,"United States","USA","GDP (current US$)","NY.GDP.MKTP.CD",21433200000000,0
"United States","USA","2021-03-18",115730008,75495716,40981464,2692381,2503731,34.6,22.57,12.25,"United States","USA","GDP (current US$)","NY.GDP.MKTP.CD",21433200000000,0
"United States","USA","2021-03-17",113037627,73669956,39989196,2299771,2473762,33.8,22.03,11.96,"United States","USA","GDP (current US$)","NY.GDP.MKTP.CD",21433200000000,0
"United States","USA","2021-03-16",110737856,72135616,39042345,1655996,2435037,33.11,21.57,11.67,"United States","USA","GDP (current US$)","NY.GDP.MKTP.CD",21433200000000,0
"United States","USA","2021-03-15",109081860,71054445,38335432,2021586,2427430,32.62,21.25,11.46,"United States","USA","GDP (current US$)","NY.GDP.MKTP.CD",21433200000000,0
"United States","USA","2021-03-14",107060274,69784210,37459269,1356773,2386932,32.01,20.87,11.2,"United States","USA","GDP (current US$)","NY.GDP.MKTP.CD",21433200000000,0
"United States","USA","2021-03-13",105703501,68884011,36929777,4575496,2541597,31.61,20.6,11.04,"United States","USA","GDP (current US$)","NY.GDP.MKTP.CD",21433200000000,0
"United States","USA","2021-03-12",101128005,65965305,35000159,2924112,2302844,30.24,19.72,10.47,"United States","USA","GDP (current US$)","NY.GDP.MKTP.CD",21433200000000,0
"United States","USA","2021-03-11",98203893,64071674,33863127,2482603,2233006,29.36,19.16,10.13,"United States","USA","GDP (current US$)","NY.GDP.MKTP.CD",21433200000000,0
"United States","USA","2021-03-10",95721290,62451150,32904161,2028692,2168688,28.62,18.67,9.84,"United States","USA","GDP (current US$)","NY.GDP.MKTP.CD",21433200000000,0
"United States","USA","2021-03-09",93692598,61088527,32102061,1602746,2151571,28.01,18.27,9.6,"United States","USA","GDP (current US$)","NY.GDP.MKTP.CD",21433200000000,0
"United States","USA","2021-03-08",92089852,60005231,31493040,1738102,2169981,27.54,17.94,9.42,"United States","USA","GDP (current US$)","NY.GDP.MKTP.CD",21433200000000,0
"United States","USA","2021-03-07",90351750,58873710,30686881,2439427,2159392,27.02,17.6,9.18,"United States","USA","GDP (current US$)","NY.GDP.MKTP.CD",21433200000000,0
"United States","USA","2021-03-06",87912323,57358849,29776160,2904229,2158020,26.29,17.15,8.9,"United States","USA","GDP (current US$)","NY.GDP.MKTP.CD",21433200000000,0
"United States","USA","2021-03-05",85008094,55547697,28701201,2435246,2079147,25.42,16.61,8.58,"United States","USA","GDP (current US$)","NY.GDP.MKTP.CD",21433200000000,0
"United States","USA","2021-03-04",82572848,54035670,27795980,2032374,2042676,24.69,16.16,8.31,"United States","USA","GDP (current US$)","NY.GDP.MKTP.CD",21433200000000,0
"United States","USA","2021-03-03",80540474,52855579,26957804,1908873,2010790,24.08,15.8,8.06,"United States","USA","GDP (current US$)","NY.GDP.MKTP.CD",21433200000000,0
"United States","USA","2021-03-02",78631601,51755447,26162122,1731614,1942788,23.51,15.48,7.82,"United States","USA","GDP (current US$)","NY.GDP.MKTP.CD",21433200000000,0
"United States","USA","2021-03-01",76899987,50732997,25466405,1663984,1817502,22.99,15.17,7.61,"United States","USA","GDP (current US$)","NY.GDP.MKTP.CD",21433200000000,0
"United States","USA","2021-02-28",75236003,49772180,24779920,2429823,1735053,22.5,14.88,7.41,"United States","USA","GDP (current US$)","NY.GDP.MKTP.CD",21433200000000,0
"United States","USA","2021-02-27",72806180,48435536,23698627,2352116,1645240,21.77,14.48,7.09,"United States","USA","GDP (current US$)","NY.GDP.MKTP.CD",21433200000000,0
"United States","USA","2021-02-26",70454064,47184199,22613359,2179947,1552717,21.07,14.11,6.76,"United States","USA","GDP (current US$)","NY.GDP.MKTP.CD",21433200000000,0
"United States","USA","2021-02-25",68274117,46074392,21555117,1809170,1505193,20.41,13.78,6.45,"United States","USA","GDP (current US$)","NY.GDP.MKTP.CD",21433200000000,0
"United States","USA","2021-02-24",66464947,45237143,20607261,1432864,1454731,19.87,13.53,6.16,"United States","USA","GDP (current US$)","NY.GDP.MKTP.CD",21433200000000,0
"United States","USA","2021-02-23",65032083,44544969,19882544,854609,1401674,19.44,13.32,5.94,"United States","USA","GDP (current US$)","NY.GDP.MKTP.CD",21433200000000,0
"United States","USA","2021-02-22",64177474,44138118,19438495,1086840,1446445,19.19,13.2,5.81,"United States","USA","GDP (current US$)","NY.GDP.MKTP.CD",21433200000000,0
"United States","USA","2021-02-21",63090634,43628092,18865319,1801134,1458040,18.86,13.05,5.64,"United States","USA","GDP (current US$)","NY.GDP.MKTP.CD",21433200000000,0
"United States","USA","2021-02-20",61289500,42809595,17895667,1704457,1521088,18.33,12.8,5.35,"United States","USA","GDP (current US$)","NY.GDP.MKTP.CD",21433200000000,0
"United States","USA","2021-02-19",59585043,41977401,17039118,1847276,1596355,17.82,12.55,5.09,"United States","USA","GDP (current US$)","NY.GDP.MKTP.CD",21433200000000,0
"United States","USA","2021-02-18",57737767,41021049,16162358,1455940,1621071,17.26,12.27,4.83,"United States","USA","GDP (current US$)","NY.GDP.MKTP.CD",21433200000000,0
"United States","USA","2021-02-17",56281827,40268009,15471536,1061463,1644551,16.83,12.04,4.63,"United States","USA","GDP (current US$)","NY.GDP.MKTP.CD",21433200000000,0
"United States","USA","2021-02-14",52884356,38292270,14077440,2242472,1667631,15.81,11.45,4.21,"United States","USA","GDP (current US$)","NY.GDP.MKTP.CD",21433200000000,0
"United States","USA","2021-02-13",50641884,37056122,13082172,2231326,1657703,15.14,11.08,3.91,"United States","USA","GDP (current US$)","NY.GDP.MKTP.CD",21433200000000,0
"United States","USA","2021-02-12",48410558,35834855,12085830,2020288,1655907,14.48,10.71,3.61,"United States","USA","GDP (current US$)","NY.GDP.MKTP.CD",21433200000000,0
"United States","USA","2021-02-11",46390270,34723964,11188782,1620300,1598080,13.87,10.38,3.35,"United States","USA","GDP (current US$)","NY.GDP.MKTP.CD",21433200000000,0
"United States","USA","2021-02-10",44769970,33783384,10469514,1563780,1555959,13.39,10.1,3.13,"United States","USA","GDP (current US$)","NY.GDP.MKTP.CD",21433200000000,0
"United States","USA","2021-02-09",43206190,32867213,9840429,788573,1489333,12.92,9.83,2.94,"United States","USA","GDP (current US$)","NY.GDP.MKTP.CD",21433200000000,0
"United States","USA","2021-02-08",42417617,32340146,9518015,1206680,1456459,12.68,9.67,2.85,"United States","USA","GDP (current US$)","NY.GDP.MKTP.CD",21433200000000,0
"United States","USA","2021-02-07",41210937,31579100,9147185,2172973,1441091,12.32,9.44,2.74,"United States","USA","GDP (current US$)","NY.GDP.MKTP.CD",21433200000000,0
"United States","USA","2021-02-06",39037964,30250964,8317180,2218752,1351437,11.67,9.05,2.49,"United States","USA","GDP (current US$)","NY.GDP.MKTP.CD",21433200000000,0
"United States","USA","2021-02-05",36819212,28909497,7503864,1615502,1276364,11.01,8.64,2.24,"United States","USA","GDP (current US$)","NY.GDP.MKTP.CD",21433200000000,0
"United States","USA","2021-02-04",35203710,27905197,6926050,1325456,1287147,10.53,8.34,2.07,"United States","USA","GDP (current US$)","NY.GDP.MKTP.CD",21433200000000,0
"United States","USA","2021-02-03",33878254,27154956,6436931,1097394,1317946,10.13,8.12,1.92,"United States","USA","GDP (current US$)","NY.GDP.MKTP.CD",21433200000000,0
"United States","USA","2021-02-02",32780860,26440836,6064792,558458,1319981,9.8,7.91,1.81,"United States","USA","GDP (current US$)","NY.GDP.MKTP.CD",21433200000000,0
"United States","USA","2021-02-01",32222402,26023153,5927847,1099103,1355451,9.63,7.78,1.77,"United States","USA","GDP (current US$)","NY.GDP.MKTP.CD",21433200000000,0
"United States","USA","2021-01-31",31123299,25201143,5657142,1545397,1324949,9.31,7.54,1.69,"United States","USA","GDP (current US$)","NY.GDP.MKTP.CD",21433200000000,0
