country_name,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred
Romania,ROU,2021-02-07,856322.0,656178.0,200144.0,15510.0,23558.0,4.45,3.41,1.04
Romania,ROU,2021-02-08,891348.0,661063.0,230285.0,35026.0,24309.0,4.63,3.44,1.2
Romania,ROU,2021-02-09,930155.0,666943.0,263212.0,38807.0,25918.0,4.84,3.47,1.37
Romania,ROU,2021-02-10,970967.0,671449.0,299518.0,40812.0,28395.0,5.05,3.49,1.56
Romania,ROU,2021-02-11,1009421.0,675234.0,334187.0,38454.0,30661.0,5.25,3.51,1.74
Romania,ROU,2021-02-12,1048797.0,679333.0,369464.0,39376.0,32464.0,5.45,3.53,1.92
Romania,ROU,2021-02-13,1084096.0,683347.0,400749.0,35299.0,34755.0,5.64,3.55,2.08
Romania,ROU,2021-02-14,1113975.0,686635.0,427340.0,29879.0,36808.0,5.79,3.57,2.22
Romania,ROU,2021-02-15,1151112.0,696944.0,454168.0,37137.0,37109.0,5.98,3.62,2.36
Romania,ROU,2021-02-16,1197089.0,715749.0,481340.0,45977.0,38133.0,6.22,3.72,2.5
Romania,ROU,2021-02-17,1240408.0,734929.0,505479.0,43319.0,38492.0,6.45,3.82,2.63
Romania,ROU,2021-02-18,1280228.0,753753.0,526475.0,39820.0,38687.0,6.65,3.92,2.74
Romania,ROU,2021-02-19,1318355.0,771240.0,547115.0,38127.0,38508.0,6.85,4.01,2.84
Romania,ROU,2021-02-20,1351279.0,788508.0,562771.0,32924.0,38169.0,7.02,4.1,2.93
Romania,ROU,2021-02-21,1379223.0,803098.0,576125.0,27944.0,37893.0,7.17,4.17,2.99
Romania,ROU,2021-02-22,1409087.0,819447.0,589640.0,29864.0,36854.0,7.32,4.26,3.07
Romania,ROU,2021-02-23,1438432.0,836860.0,601572.0,29345.0,34478.0,7.48,4.35,3.13
Romania,ROU,2021-02-24,1466649.0,855097.0,611552.0,28217.0,32320.0,7.62,4.44,3.18
Romania,ROU,2021-02-25,1486907.0,872361.0,614546.0,20258.0,29526.0,7.73,4.53,3.19
Romania,ROU,2021-02-26,1506032.0,890068.0,615964.0,19125.0,26811.0,7.83,4.63,3.2
Romania,ROU,2021-02-27,1521736.0,905142.0,616594.0,15704.0,24351.0,7.91,4.71,3.21
Romania,ROU,2021-02-28,1532872.0,915761.0,617111.0,11136.0,21950.0,7.97,4.76,3.21
Romania,ROU,2021-03-01,1565021.0,946781.0,618240.0,32149.0,22276.0,8.14,4.92,3.21
Romania,ROU,2021-03-02,1603179.0,983997.0,619182.0,38158.0,23535.0,8.33,5.11,3.22
Romania,ROU,2021-03-03,1641874.0,1022066.0,619808.0,38695.0,25032.0,8.53,5.31,3.22
Romania,ROU,2021-03-04,1685611.0,1058452.0,627159.0,43737.0,28386.0,8.76,5.5,3.26
Romania,ROU,2021-03-05,1732964.0,1096911.0,636053.0,47353.0,32419.0,9.01,5.7,3.31
Romania,ROU,2021-03-06,1781602.0,1135895.0,645707.0,48638.0,37124.0,9.26,5.9,3.36
Romania,ROU,2021-03-07,1826786.0,1173219.0,653567.0,45184.0,41988.0,9.5,6.1,3.4
Romania,ROU,2021-03-08,1870244.0,1211503.0,658741.0,43458.0,43603.0,9.72,6.3,3.42
Romania,ROU,2021-03-09,1918443.0,1253801.0,664642.0,48199.0,45038.0,9.97,6.52,3.45
Romania,ROU,2021-03-10,1969846.0,1296161.0,673685.0,51403.0,46853.0,10.24,6.74,3.5
Romania,ROU,2021-03-11,2019757.0,1335828.0,683929.0,49911.0,47735.0,10.5,6.94,3.56
Romania,ROU,2021-03-12,2069143.0,1374595.0,694548.0,49386.0,48026.0,10.76,7.15,3.61
Romania,ROU,2021-03-13,2117865.0,1412636.0,705229.0,48722.0,48038.0,11.01,7.34,3.67
Romania,ROU,2021-03-14,2160564.0,1446358.0,714206.0,42699.0,47683.0,11.23,7.52,3.71
Romania,ROU,2021-03-15,2210140.0,1486184.0,723956.0,49576.0,48557.0,11.49,7.73,3.76
Romania,ROU,2021-03-16,2270124.0,1530483.0,739641.0,59984.0,50240.0,11.8,7.96,3.84
Romania,ROU,2021-03-17,2324405.0,1571466.0,752939.0,54281.0,50651.0,12.08,8.17,3.91
Romania,ROU,2021-03-18,2376330.0,1614577.0,761753.0,51925.0,50939.0,12.35,8.39,3.96
Romania,ROU,2021-03-19,2426191.0,1657270.0,768921.0,49861.0,51007.0,12.61,8.61,4.0
Russia,RUS,2021-03-02,5249831.0,4158334.0,1091497.0,10865.0,61957.0,3.6,2.85,0.75
Russia,RUS,2021-03-03,5489342.0,4287423.0,1201919.0,239511.0,86105.0,3.76,2.94,0.82
Russia,RUS,2021-03-04,6010744.0,4701175.0,1309569.0,521402.0,150524.0,4.12,3.22,0.9
Russia,RUS,2021-03-05,6301854.0,4908178.0,1393676.0,291110.0,182043.0,4.32,3.36,0.96
Russia,RUS,2021-03-06,6583873.0,5082127.0,1501746.0,282019.0,212264.0,4.51,3.48,1.03
Russia,RUS,2021-03-07,6655487.0,5128138.0,1527349.0,71614.0,212428.0,4.56,3.51,1.05
Russia,RUS,2021-03-08,6669466.0,5136605.0,1532861.0,13979.0,204357.0,4.57,3.52,1.05
Russia,RUS,2021-03-09,6694349.0,5149589.0,1544760.0,24883.0,206360.0,4.59,3.53,1.06
Russia,RUS,2021-03-10,7048129.0,5272651.0,1775478.0,353780.0,222684.0,4.83,3.61,1.22
Russia,RUS,2021-03-11,7273933.0,5366009.0,1907924.0,225804.0,180456.0,4.98,3.68,1.31
Russia,RUS,2021-03-12,7448262.0,5451045.0,1997217.0,174329.0,163773.0,5.1,3.74,1.37
Russia,RUS,2021-03-13,7639374.0,5524226.0,2115148.0,191112.0,150786.0,5.23,3.79,1.45
Russia,RUS,2021-03-14,7698889.0,5545133.0,2153756.0,59515.0,149057.0,5.28,3.8,1.48
Russia,RUS,2021-03-18,7909438.0,5431048.0,2478390.0,91429.0,90786.0,5.42,3.72,1.7
Russia,RUS,2021-03-19,8185944.0,5544777.0,2641167.0,276506.0,105383.0,5.61,3.8,1.81
Russia,RUS,2021-03-20,8306498.0,5595893.0,2710605.0,120554.0,95303.0,5.69,3.83,1.86
San Marino,SMR,2021-03-18,7328.0,7299.0,29.0,590.0,435.0,21.59,21.51,0.09
San Marino,SMR,2021-03-19,7923.0,7888.0,35.0,595.0,445.0,23.35,23.24,0.1
Scotland,OWID_SCT,2021-01-11,178799.0,175942.0,2857.0,12664.0,7904.0,3.27,3.22,0.05
Scotland,OWID_SCT,2021-01-12,194955.0,191965.0,2990.0,16156.0,9196.0,3.57,3.51,0.05
Scotland,OWID_SCT,2021-01-13,211397.0,208207.0,3190.0,16442.0,10529.0,3.87,3.81,0.06
Scotland,OWID_SCT,2021-01-14,228171.0,224840.0,3331.0,16774.0,11910.0,4.18,4.12,0.06
Scotland,OWID_SCT,2021-01-15,245436.0,241924.0,3512.0,17265.0,13360.0,4.49,4.43,0.06
Scotland,OWID_SCT,2021-01-16,263797.0,260140.0,3657.0,18361.0,14968.0,4.83,4.76,0.07
Scotland,OWID_SCT,2021-01-17,268689.0,264991.0,3698.0,4892.0,14651.0,4.92,4.85,0.07
Scotland,OWID_SCT,2021-01-18,288468.0,284582.0,3886.0,19779.0,15667.0,5.28,5.21,0.07
Scotland,OWID_SCT,2021-01-19,314079.0,309909.0,4170.0,25611.0,17018.0,5.75,5.67,0.08
Scotland,OWID_SCT,2021-01-20,339337.0,334871.0,4466.0,25258.0,18277.0,6.21,6.13,0.08
Scotland,OWID_SCT,2021-01-21,363143.0,358454.0,4689.0,23806.0,19282.0,6.65,6.56,0.09
Scotland,OWID_SCT,2021-01-22,385855.0,380667.0,5188.0,22712.0,20060.0,7.06,6.97,0.09
Scotland,OWID_SCT,2021-01-23,409421.0,404038.0,5383.0,23566.0,20803.0,7.49,7.4,0.1
Scotland,OWID_SCT,2021-01-24,420940.0,415402.0,5538.0,11519.0,21750.0,7.7,7.6,0.1
Scotland,OWID_SCT,2021-01-25,443960.0,437900.0,6060.0,23020.0,22213.0,8.13,8.02,0.11
Scotland,OWID_SCT,2021-01-26,468688.0,462092.0,6596.0,24728.0,22087.0,8.58,8.46,0.12
Scotland,OWID_SCT,2021-01-27,498441.0,491658.0,6783.0,29753.0,22729.0,9.12,9.0,0.12
Scotland,OWID_SCT,2021-01-28,522950.0,515855.0,7095.0,24509.0,22830.0,9.57,9.44,0.13
Scotland,OWID_SCT,2021-01-29,551008.0,543370.0,7638.0,28058.0,23593.0,10.09,9.95,0.14
Scotland,OWID_SCT,2021-01-30,574063.0,566269.0,7794.0,23055.0,23520.0,10.51,10.36,0.14
Scotland,OWID_SCT,2021-01-31,583746.0,575897.0,7849.0,9683.0,23258.0,10.68,10.54,0.14
Scotland,OWID_SCT,2021-02-01,619123.0,610778.0,8345.0,35377.0,25023.0,11.33,11.18,0.15
Scotland,OWID_SCT,2021-02-02,658020.0,649262.0,8758.0,38897.0,27047.0,12.04,11.88,0.16
Scotland,OWID_SCT,2021-02-03,703378.0,694347.0,9031.0,45358.0,29277.0,12.87,12.71,0.17
Scotland,OWID_SCT,2021-02-04,752041.0,742512.0,9529.0,48663.0,32727.0,13.77,13.59,0.17
Scotland,OWID_SCT,2021-02-05,796759.0,786427.0,10332.0,44718.0,35107.0,14.58,14.39,0.19
Scotland,OWID_SCT,2021-02-06,849848.0,839266.0,10582.0,53089.0,39398.0,15.56,15.36,0.19
Scotland,OWID_SCT,2021-02-07,877513.0,866823.0,10690.0,27665.0,41967.0,16.06,15.87,0.2
Scotland,OWID_SCT,2021-02-08,940379.0,928122.0,12257.0,62866.0,45894.0,17.21,16.99,0.22
Scotland,OWID_SCT,2021-02-09,998435.0,985569.0,12866.0,58056.0,48631.0,18.28,18.04,0.24
Scotland,OWID_SCT,2021-02-10,1061942.0,1048747.0,13195.0,63507.0,51223.0,19.44,19.2,0.24
Scotland,OWID_SCT,2021-02-11,1127191.0,1113625.0,13566.0,65249.0,53593.0,20.63,20.38,0.25
Scotland,OWID_SCT,2021-02-12,1187454.0,1173445.0,14009.0,60263.0,55814.0,21.74,21.48,0.26
Scotland,OWID_SCT,2021-02-13,1238055.0,1223774.0,14281.0,50601.0,55458.0,22.66,22.4,0.26
Scotland,OWID_SCT,2021-02-14,1269691.0,1255190.0,14501.0,31636.0,56025.0,23.24,22.97,0.27
Scotland,OWID_SCT,2021-02-15,1305141.0,1288004.0,17137.0,35450.0,52109.0,23.89,23.58,0.31
Scotland,OWID_SCT,2021-02-16,1340483.0,1320074.0,20409.0,35342.0,48864.0,24.54,24.16,0.37
Scotland,OWID_SCT,2021-02-17,1379135.0,1354966.0,24169.0,38652.0,45313.0,25.24,24.8,0.44
Scotland,OWID_SCT,2021-02-18,1415167.0,1386152.0,29015.0,36032.0,41139.0,25.9,25.37,0.53
Scotland,OWID_SCT,2021-02-19,1446116.0,1412643.0,33473.0,30949.0,36952.0,26.47,25.86,0.61
Scotland,OWID_SCT,2021-02-20,1467421.0,1431942.0,35479.0,21305.0,32767.0,26.86,26.21,0.65
Scotland,OWID_SCT,2021-02-21,1482830.0,1445488.0,37342.0,15409.0,30448.0,27.14,26.46,0.68
Scotland,OWID_SCT,2021-02-22,1508444.0,1465241.0,43203.0,25614.0,29043.0,27.61,26.82,0.79
Scotland,OWID_SCT,2021-02-23,1538198.0,1488077.0,50121.0,29754.0,28245.0,28.16,27.24,0.92
Scotland,OWID_SCT,2021-02-24,1572641.0,1515980.0,56661.0,34443.0,27644.0,28.79,27.75,1.04
Scotland,OWID_SCT,2021-02-25,1608269.0,1542929.0,65340.0,35628.0,27586.0,29.44,28.24,1.2
Scotland,OWID_SCT,2021-02-26,1642331.0,1570153.0,72178.0,34062.0,28031.0,30.06,28.74,1.32
Scotland,OWID_SCT,2021-02-27,1670207.0,1593695.0,76512.0,27876.0,28969.0,30.57,29.17,1.4
Scotland,OWID_SCT,2021-02-28,1690443.0,1611578.0,78865.0,20236.0,29659.0,30.94,29.5,1.44
Scotland,OWID_SCT,2021-03-01,1718806.0,1634361.0,84445.0,28363.0,30052.0,31.46,29.92,1.55
Scotland,OWID_SCT,2021-03-02,1754429.0,1661879.0,92550.0,35623.0,30890.0,32.11,30.42,1.69
Scotland,OWID_SCT,2021-03-03,1788666.0,1688608.0,100058.0,34237.0,30861.0,32.74,30.91,1.83
Scotland,OWID_SCT,2021-03-04,1825869.0,1717672.0,108197.0,37203.0,31086.0,33.42,31.44,1.98
Scotland,OWID_SCT,2021-03-05,1857950.0,1743869.0,114081.0,32081.0,30803.0,34.01,31.92,2.09
Scotland,OWID_SCT,2021-03-06,1875680.0,1759750.0,115930.0,17730.0,29353.0,34.33,32.21,2.12
Scotland,OWID_SCT,2021-03-07,1893391.0,1774659.0,118732.0,17711.0,28993.0,34.66,32.48,2.17
Scotland,OWID_SCT,2021-03-08,1913063.0,1789377.0,123686.0,19672.0,27751.0,35.02,32.75,2.26
Scotland,OWID_SCT,2021-03-09,1941918.0,1809158.0,132760.0,28855.0,26784.0,35.54,33.11,2.43
Scotland,OWID_SCT,2021-03-10,1967233.0,1825800.0,141433.0,25315.0,25510.0,36.01,33.42,2.59
Scotland,OWID_SCT,2021-03-11,1994045.0,1844636.0,149409.0,26812.0,24025.0,36.5,33.76,2.73
Scotland,OWID_SCT,2021-03-12,2023373.0,1867123.0,156250.0,29328.0,23632.0,37.04,34.18,2.86
Scotland,OWID_SCT,2021-03-13,2048735.0,1888697.0,160038.0,25362.0,24722.0,37.5,34.57,2.93
Scotland,OWID_SCT,2021-03-14,2070936.0,1908991.0,161945.0,22201.0,25364.0,37.91,34.94,2.96
Scotland,OWID_SCT,2021-03-15,2114399.0,1943507.0,170892.0,43463.0,28762.0,38.7,35.57,3.13
Scotland,OWID_SCT,2021-03-16,2163697.0,1981818.0,181879.0,49298.0,31683.0,39.6,36.28,3.33
Scotland,OWID_SCT,2021-03-17,2215102.0,2023002.0,192100.0,51405.0,35410.0,40.55,37.03,3.52
Scotland,OWID_SCT,2021-03-18,2267895.0,2066460.0,201435.0,52793.0,39121.0,41.51,37.82,3.69
Scotland,OWID_SCT,2021-03-19,2292553.0,2085525.0,207028.0,24658.0,38454.0,41.96,38.17,3.79
Serbia,SRB,2021-02-24,1343718.0,856359.0,487359.0,43388.0,36039.0,19.75,12.59,7.16
Serbia,SRB,2021-02-25,1375872.0,878143.0,497729.0,32154.0,35659.0,20.22,12.91,7.31
Serbia,SRB,2021-02-26,1393086.0,886086.0,507000.0,17214.0,33145.0,20.47,13.02,7.45
Serbia,SRB,2021-02-27,1433055.0,921248.0,511807.0,39969.0,33881.0,21.06,13.54,7.52
Serbia,SRB,2021-02-28,1436682.0,924683.0,511999.0,3627.0,29426.0,21.11,13.59,7.52
Serbia,SRB,2021-03-01,1470606.0,946375.0,524231.0,33924.0,29299.0,21.61,13.91,7.7
Serbia,SRB,2021-03-02,1501917.0,971054.0,530863.0,31311.0,28798.0,22.07,14.27,7.8
Serbia,SRB,2021-03-03,1535274.0,1000523.0,534751.0,33357.0,27365.0,22.56,14.7,7.86
Serbia,SRB,2021-03-04,1576983.0,1013061.0,563922.0,41709.0,28730.0,23.18,14.89,8.29
Serbia,SRB,2021-03-05,1618754.0,1025137.0,593617.0,41771.0,32238.0,23.79,15.07,8.72
Serbia,SRB,2021-03-06,1650030.0,1029963.0,620067.0,31276.0,30996.0,24.25,15.14,9.11
Serbia,SRB,2021-03-07,1651293.0,1030440.0,620853.0,1263.0,30659.0,24.27,15.14,9.12
Serbia,SRB,2021-03-08,1704790.0,1081366.0,623424.0,53497.0,33455.0,25.05,15.89,9.16
Serbia,SRB,2021-03-09,1750533.0,1124826.0,625707.0,45743.0,35517.0,25.73,16.53,9.2
Serbia,SRB,2021-03-10,1792912.0,1145893.0,647019.0,42379.0,36805.0,26.35,16.84,9.51
Serbia,SRB,2021-03-11,1827340.0,1161194.0,666146.0,34428.0,35765.0,26.85,17.06,9.79
Serbia,SRB,2021-03-12,1897335.0,1196235.0,701100.0,69995.0,39797.0,27.88,17.58,10.3
Serbia,SRB,2021-03-13,1957065.0,1218309.0,738756.0,59730.0,43862.0,28.76,17.9,10.86
Serbia,SRB,2021-03-14,2007650.0,1224982.0,782668.0,50585.0,50908.0,29.5,18.0,11.5
Serbia,SRB,2021-03-15,2040313.0,1249044.0,791269.0,32663.0,47932.0,29.98,18.36,11.63
Serbia,SRB,2021-03-16,2052402.0,1258476.0,793926.0,12089.0,43124.0,30.16,18.49,11.67
Serbia,SRB,2021-03-17,2077197.0,1267822.0,809375.0,24795.0,40612.0,30.53,18.63,11.89
Serbia,SRB,2021-03-18,2112074.0,1285223.0,826851.0,34877.0,40676.0,31.04,18.89,12.15
Serbia,SRB,2021-03-19,2161595.0,1303661.0,857934.0,49521.0,37751.0,31.77,19.16,12.61
Serbia,SRB,2021-03-20,2163593.0,1305132.0,858461.0,1998.0,29504.0,31.8,19.18,12.62
Seychelles,SYC,2021-02-03,37092.0,37087.0,5.0,808.0,1644.0,37.72,37.71,0.01
Seychelles,SYC,2021-02-09,44423.0,37723.0,6700.0,2729.0,1163.0,45.17,38.36,6.81
Seychelles,SYC,2021-02-10,48061.0,37726.0,10335.0,3638.0,1567.0,48.87,38.36,10.51
Seychelles,SYC,2021-02-11,51819.0,37952.0,13867.0,3758.0,2005.0,52.69,38.59,14.1
Seychelles,SYC,2021-02-16,59991.0,41815.0,18176.0,1742.0,2224.0,61.0,42.52,18.48
Seychelles,SYC,2021-02-17,61351.0,41839.0,19512.0,1360.0,1899.0,62.39,42.55,19.84
Seychelles,SYC,2021-02-18,63286.0,42621.0,20665.0,1935.0,1638.0,64.35,43.34,21.01
Seychelles,SYC,2021-02-19,65060.0,43461.0,21599.0,1774.0,1594.0,66.16,44.19,21.96
Seychelles,SYC,2021-03-04,81715.0,57095.0,24620.0,852.0,946.0,83.09,58.06,25.04
Seychelles,SYC,2021-03-11,88106.0,61070.0,27036.0,773.0,913.0,89.59,62.1,27.49
Singapore,SGP,2021-03-08,611314.0,392620.0,218694.0,15314.0,12325.0,10.45,6.71,3.74
Slovakia,SVK,2021-01-18,72421.0,71839.0,582.0,8968.0,6144.0,1.33,1.32,0.01
Slovakia,SVK,2021-01-19,80372.0,79329.0,1043.0,7951.0,5771.0,1.47,1.45,0.02
Slovakia,SVK,2021-01-20,88254.0,86347.0,1907.0,7882.0,5932.0,1.62,1.58,0.03
Slovakia,SVK,2021-01-21,95573.0,93018.0,2555.0,7319.0,5913.0,1.75,1.7,0.05
Slovakia,SVK,2021-01-22,102343.0,99655.0,2688.0,6770.0,5758.0,1.87,1.83,0.05
Slovakia,SVK,2021-01-23,102619.0,99931.0,2688.0,276.0,5603.0,1.88,1.83,0.05
Slovakia,SVK,2021-01-24,102619.0,99931.0,2688.0,0.0,5595.0,1.88,1.83,0.05
Slovakia,SVK,2021-01-25,111580.0,106599.0,4981.0,8961.0,5594.0,2.04,1.95,0.09
Slovakia,SVK,2021-01-26,118808.0,113571.0,5237.0,7228.0,5491.0,2.18,2.08,0.1
Slovakia,SVK,2021-01-27,125871.0,120362.0,5509.0,7063.0,5374.0,2.31,2.2,0.1
Slovakia,SVK,2021-01-28,135743.0,128712.0,7031.0,9872.0,5739.0,2.49,2.36,0.13
Slovakia,SVK,2021-01-29,147542.0,138177.0,9365.0,11799.0,6457.0,2.7,2.53,0.17
Slovakia,SVK,2021-01-30,148934.0,139566.0,9368.0,1392.0,6616.0,2.73,2.56,0.17
Slovakia,SVK,2021-01-31,149215.0,139679.0,9536.0,281.0,6657.0,2.73,2.56,0.17
Slovakia,SVK,2021-02-01,160975.0,148530.0,12445.0,11760.0,7056.0,2.95,2.72,0.23
Slovakia,SVK,2021-02-02,173232.0,157342.0,15890.0,12257.0,7775.0,3.17,2.88,0.29
Slovakia,SVK,2021-02-03,184937.0,166717.0,18220.0,11705.0,8438.0,3.39,3.05,0.33
Slovakia,SVK,2021-02-04,199358.0,175587.0,23771.0,14421.0,9088.0,3.65,3.22,0.44
Slovakia,SVK,2021-02-05,214403.0,183967.0,30436.0,15045.0,9552.0,3.93,3.37,0.56
Slovakia,SVK,2021-02-06,217187.0,186055.0,31132.0,2784.0,9750.0,3.98,3.41,0.57
Slovakia,SVK,2021-02-07,217367.0,186235.0,31132.0,180.0,9736.0,3.98,3.41,0.57
Slovakia,SVK,2021-02-08,228649.0,193631.0,35018.0,11282.0,9668.0,4.19,3.55,0.64
Slovakia,SVK,2021-02-09,243508.0,200950.0,42558.0,14859.0,10039.0,4.46,3.68,0.78
Slovakia,SVK,2021-02-10,256569.0,207505.0,49064.0,13061.0,10233.0,4.7,3.8,0.9
Slovakia,SVK,2021-02-11,270359.0,214694.0,55665.0,13790.0,10143.0,4.95,3.93,1.02
Slovakia,SVK,2021-02-12,284447.0,222389.0,62058.0,14088.0,10006.0,5.21,4.07,1.14
Slovakia,SVK,2021-02-13,288756.0,226279.0,62477.0,4309.0,10224.0,5.29,4.14,1.14
Slovakia,SVK,2021-02-14,299564.0,236882.0,62682.0,10808.0,11742.0,5.49,4.34,1.15
Slovakia,SVK,2021-02-15,313087.0,243608.0,69479.0,13523.0,12063.0,5.73,4.46,1.27
Slovakia,SVK,2021-02-16,324419.0,248592.0,75827.0,11332.0,11559.0,5.94,4.55,1.39
Slovakia,SVK,2021-02-17,336037.0,254152.0,81885.0,11618.0,11353.0,6.15,4.66,1.5
Slovakia,SVK,2021-02-18,347228.0,258746.0,88482.0,11191.0,10981.0,6.36,4.74,1.62
Slovakia,SVK,2021-02-19,360405.0,265079.0,95326.0,13177.0,10851.0,6.6,4.86,1.75
Slovakia,SVK,2021-02-20,367048.0,271439.0,95609.0,6643.0,11185.0,6.72,4.97,1.75
Slovakia,SVK,2021-02-21,373364.0,277755.0,95609.0,6316.0,10543.0,6.84,5.09,1.75
Slovakia,SVK,2021-02-22,385880.0,283381.0,102499.0,12516.0,10399.0,7.07,5.19,1.88
Slovakia,SVK,2021-02-23,398592.0,289532.0,109060.0,12712.0,10596.0,7.3,5.3,2.0
Slovakia,SVK,2021-02-24,411560.0,295680.0,115880.0,12968.0,10789.0,7.54,5.42,2.12
Slovakia,SVK,2021-02-25,422641.0,298902.0,123739.0,11081.0,10773.0,7.74,5.47,2.27
Slovakia,SVK,2021-02-26,435625.0,302823.0,132802.0,12984.0,10746.0,7.98,5.55,2.43
Slovakia,SVK,2021-02-27,443833.0,310147.0,133686.0,8208.0,10969.0,8.13,5.68,2.45
Slovakia,SVK,2021-02-28,449399.0,315713.0,133686.0,5566.0,10862.0,8.23,5.78,2.45
Slovakia,SVK,2021-03-01,464536.0,321645.0,142891.0,15137.0,11237.0,8.51,5.89,2.62
Slovakia,SVK,2021-03-02,479808.0,327235.0,152573.0,15272.0,11602.0,8.79,5.99,2.79
Slovakia,SVK,2021-03-03,493141.0,331470.0,161671.0,13333.0,11654.0,9.03,6.07,2.96
Slovakia,SVK,2021-03-04,506193.0,335840.0,170353.0,13052.0,11936.0,9.27,6.15,3.12
Slovakia,SVK,2021-03-05,518984.0,341405.0,177579.0,12791.0,11908.0,9.51,6.25,3.25
Slovakia,SVK,2021-03-06,536337.0,356700.0,179637.0,17353.0,13215.0,9.82,6.53,3.29
Slovakia,SVK,2021-03-07,545374.0,365545.0,179829.0,9037.0,13711.0,9.99,6.7,3.29
Slovakia,SVK,2021-03-08,559091.0,370679.0,188412.0,13717.0,13508.0,10.24,6.79,3.45
Slovakia,SVK,2021-03-09,568979.0,373884.0,195095.0,9888.0,12739.0,10.42,6.85,3.57
Slovakia,SVK,2021-03-10,579574.0,377860.0,201714.0,10595.0,12348.0,10.62,6.92,3.69
Slovakia,SVK,2021-03-11,597386.0,388833.0,208553.0,17812.0,13028.0,10.94,7.12,3.82
Slovakia,SVK,2021-03-12,616242.0,401830.0,214412.0,18856.0,13894.0,11.29,7.36,3.93
Slovakia,SVK,2021-03-13,633669.0,417125.0,216544.0,17427.0,13905.0,11.61,7.64,3.97
Slovakia,SVK,2021-03-14,645953.0,429233.0,216720.0,12284.0,14368.0,11.83,7.86,3.97
Slovakia,SVK,2021-03-15,663205.0,443031.0,220174.0,17252.0,14873.0,12.15,8.11,4.03
Slovakia,SVK,2021-03-16,681912.0,458609.0,223303.0,18707.0,16133.0,12.49,8.4,4.09
Slovakia,SVK,2021-03-17,699022.0,472392.0,226630.0,17110.0,17064.0,12.8,8.65,4.15
Slovakia,SVK,2021-03-18,718114.0,488134.0,229980.0,19092.0,17247.0,13.15,8.94,4.21
Slovakia,SVK,2021-03-19,718369.0,488389.0,229980.0,255.0,14590.0,13.16,8.95,4.21
Slovenia,SVN,2021-01-18,48691.0,48526.0,165.0,227.0,2637.0,2.34,2.33,0.01
Slovenia,SVN,2021-01-19,50865.0,49080.0,1785.0,2174.0,2691.0,2.45,2.36,0.09
Slovenia,SVN,2021-01-20,55517.0,50266.0,5251.0,4652.0,2686.0,2.67,2.42,0.25
Slovenia,SVN,2021-01-21,60168.0,51548.0,8620.0,4651.0,2399.0,2.89,2.48,0.41
Slovenia,SVN,2021-01-22,62345.0,52756.0,9589.0,2177.0,2030.0,3.0,2.54,0.46
Slovenia,SVN,2021-01-23,63058.0,52986.0,10072.0,713.0,2085.0,3.03,2.55,0.48
Slovenia,SVN,2021-01-24,63207.0,53002.0,10205.0,149.0,2106.0,3.04,2.55,0.49
Slovenia,SVN,2021-01-25,63216.0,53004.0,10212.0,9.0,2075.0,3.04,2.55,0.49
Slovenia,SVN,2021-01-26,65044.0,53093.0,11951.0,1828.0,2026.0,3.13,2.55,0.57
Slovenia,SVN,2021-01-27,70032.0,53366.0,16666.0,4988.0,2074.0,3.37,2.57,0.8
Slovenia,SVN,2021-01-28,76049.0,53881.0,22168.0,6017.0,2269.0,3.66,2.59,1.07
Slovenia,SVN,2021-01-29,80598.0,54442.0,26156.0,4549.0,2608.0,3.88,2.62,1.26
Slovenia,SVN,2021-01-30,80714.0,54453.0,26261.0,116.0,2522.0,3.88,2.62,1.26
Slovenia,SVN,2021-01-31,80716.0,54453.0,26263.0,2.0,2501.0,3.88,2.62,1.26
Slovenia,SVN,2021-02-01,80772.0,54476.0,26296.0,56.0,2508.0,3.89,2.62,1.26
Slovenia,SVN,2021-02-02,81893.0,54493.0,27400.0,1121.0,2407.0,3.94,2.62,1.32
Slovenia,SVN,2021-02-03,86692.0,54688.0,32004.0,4799.0,2380.0,4.17,2.63,1.54
Slovenia,SVN,2021-02-04,94083.0,55350.0,38733.0,7391.0,2576.0,4.53,2.66,1.86
Slovenia,SVN,2021-02-05,99725.0,55732.0,43993.0,5642.0,2732.0,4.8,2.68,2.12
Slovenia,SVN,2021-02-06,100327.0,55761.0,44566.0,602.0,2802.0,4.83,2.68,2.14
Slovenia,SVN,2021-02-07,100327.0,55761.0,44566.0,0.0,2802.0,4.83,2.68,2.14
Slovenia,SVN,2021-02-08,100727.0,56161.0,44566.0,400.0,2851.0,4.85,2.7,2.14
Slovenia,SVN,2021-02-09,100846.0,56249.0,44597.0,119.0,2708.0,4.85,2.71,2.15
Slovenia,SVN,2021-02-10,104046.0,58736.0,45310.0,3200.0,2479.0,5.0,2.83,2.18
Slovenia,SVN,2021-02-11,112610.0,65565.0,47045.0,8564.0,2647.0,5.42,3.15,2.26
Slovenia,SVN,2021-02-12,121220.0,72432.0,48788.0,8610.0,3071.0,5.83,3.48,2.35
Slovenia,SVN,2021-02-13,122119.0,73142.0,48977.0,899.0,3113.0,5.87,3.52,2.36
Slovenia,SVN,2021-02-14,122151.0,73158.0,48993.0,32.0,3118.0,5.88,3.52,2.36
